# Date and Time: 2023-09-04 14:38:16
# Command: python pull_unspliced_length_GFF.py saccharomyces_cerevisiae_R64-3-1_20210421_nofasta_geneid_filtered.gff saccharomyces_cerevisiae_R64-3-1_20210421_unspliced_lengths.tsv
Gene_ID	unspliced.length
YMR119W	1875
YMR119W-A	375
YMR120C	1779
YMR121C	615
YMR122C	375
YMR122W-A	255
YMR123W	369
YMR124W	2832
YMR125W	2908
YMR126C	1029
YMR127C	1017
YMR128W	3804
YMR129W	4014
YMR130W	909
YMR131C	1536
YMR132C	627
YMR133W	1403
YMR134W	714
YMR135C	1368
YMR135W-A	534
YMR136W	1683
YMR137C	1986
YMR138W	576
YMR139W	1113
YMR140W	1470
YMR141C	309
YMR142C	1002
YMR141W-A	225
YMR143W	976
YMR144W	1029
YMR145C	1683
YMR146C	1044
YMR147W	1614
YMR148W	447
YMR149W	861
YMR150C	573
YMR151W	438
YMR152W	1098
YMR153W	1428
YMR153C-A	336
YMR154C	2184
YMR155W	1644
YMR156C	717
YMR157C	768
YMR158W	468
YMR158C-A	138
YMR158W-B	321
YMR159C	453
YMR160W	2451
YMR161W	675
YMR162C	4971
YMR163C	2118
YMR164C	2277
YMR165C	2589
YMR166C	1107
YMR167W	2310
YMR168C	1827
YMR169C	1521
YMR170C	1521
YMR171C	1653
YMR172W	2160
YMR172C-A	384
YMR173W	1293
YMR173W-A	1185
YMR174C	207
YMR175W	240
YMR175W-A	195
YMR176W	4236
YMR177W	1533
YMR178W	825
YMR179W	2277
YMR180C	963
YMR181C	465
YMR182C	636
YMR182W-A	87
YMR183C	888
YMR184W	597
YMR185W	2946
YMR186W	2118
YMR187C	1296
YMR188C	714
YMR189W	3105
YMR190C	4344
YMR191W	1122
YMR192W	2163
YMR193W	777
YMR193C-A	387
YMR194W	766
YMR194C-B	294
YMR194C-A	225
YMR195W	384
YMR196W	3267
YMR197C	654
YMR198W	1785
YMR199W	1641
YMR200W	771
YMR201C	1200
YMR202W	669
YMR203W	1164
YMR204C	1263
YMR205C	2880
YMR206W	942
YMR207C	6372
YMR208W	1332
YMR209C	1374
YMR210W	1350
YMR211W	1428
YMR212C	2349
YMR213W	1773
YMR214W	1134
YMR215W	1575
YMR216C	2229
YMR217W	1578
YMR218C	3309
YMR219W	4977
YMR220W	1356
YMR221C	1515
YMR222C	672
YMR223W	1416
YMR224C	2079
YMR225C	444
YMR226C	804
YMR227C	1773
YMR228W	1026
YMR229C	5190
YMR230W	728
YMR230W-A	189
YMR231W	3090
YMR232W	2034
YMR233W	681
YMR234W	1047
YMR235C	1224
YMR236W	474
YMR237W	2175
YMR238W	1377
YMR239C	1416
YMR240C	1311
YMR241W	945
YMR242C	996
YMR242W-A	90
YMR243C	1329
YMR244W	1068
YMR244C-A	315
YMR245W	621
YMR246W	2085
YMR247C	4689
YMR247W-A	144
YMR250W	1758
YMR251W	1101
YMR251W-A	180
YMR252C	405
YMR253C	1245
YMR254C	309
YMR255W	567
YMR256C	183
YMR257C	2403
YMR258C	1662
YMR259C	4263
YMR260C	462
YMR261C	3165
YMR262W	942
YMR263W	606
YMR264W	612
YMR265C	1386
YMR266W	2862
YMR267W	933
YMR268C	1335
YMR269W	636
YMR270C	1098
YMR271C	684
YMR272C	1155
YMR272W-A	114
YMR272W-B	108
YMR273C	2748
YMR274C	948
YMR275C	2931
YMR276W	1122
YMR277W	2199
YMR278W	1869
YMR279C	1623
YMR280C	4302
YMR281W	915
YMR282C	1743
YMR283C	1542
YMR284W	1809
YMR285C	1548
YMR286W	261
YMR287C	2910
YMR288W	2916
YMR289W	1125
YMR290C	1518
YMR290W-A	348
YMR291W	1761
YMR292W	499
YMR293C	1395
YMR294W	1122
YMR294W-A	360
YMR295C	594
YMR296C	1677
YMR297W	1599
YMR298W	453
YMR299C	939
YMR300C	1533
YMR301C	2073
YMR302C	2553
YMR303C	1047
YMR304W	3693
YMR304C-A	351
YMR305C	1170
YMR306W	5358
YMR306C-A	390
YMR307W	1680
YMR307C-A	195
YMR308C	3270
YMR309C	2439
YMR310C	954
YMR311C	690
YMR312W	822
YMR313C	1929
YMR314W	705
YMR315W	1050
YMR315W-A	108
YMR316W	1011
YMR316C-A	312
YMR316C-B	309
YMR317W	3423
YMR318C	1083
YMR319C	1659
YMR320W	306
YMR321C	318
YMR322C	714
YMR323W	1314
YMR324C	243
YMR325W	375
YMR326C	309
YNL339C	5728
YNL339W-B	483
YNL339W-A	576
YNL338W	159
YNL337W	255
YNL336W	1146
YNL335W	678
YNL334C	669
YNL333W	897
YNL332W	1023
YNL331C	1131
YNL330C	1302
YNL329C	3093
YNL328C	441
YNL327W	3126
YNL326C	1011
YNL325C	2640
YNL324W	396
YNL323W	1245
YNL322C	942
YNL321W	2727
YNL320W	855
YNL319W	441
YNL318C	1623
YNL317W	1398
YNL316C	1005
YNL315C	957
YNL314W	768
YNL313C	2715
YNL312W	930
YNL311C	2292
YNL310C	525
YNL309W	1263
YNL308C	1776
YNL307C	1128
YNL306W	654
YNL305C	894
YNL304W	1254
YNL303W	348
YNL302C	986
YNL301C	993
YNL300W	309
YNL299W	1929
YNL298W	2529
YNL297C	4911
YNL296W	315
YNL295W	1575
YNL294C	1602
YNL293W	1902
YNL292W	1212
YNL291C	1647
YNL290W	1023
YNL289W	840
YNL288W	1122
YNL287W	2808
YNL286W	858
YNL285W	372
YNL284C	969
YNL283C	1512
YNL282W	588
YNL281W	462
YNL280C	1317
YNL279W	1986
YNL278W	3183
YNL277W-A	189
YNL277W	1461
YNL276C	396
YNL275W	1731
YNL274C	1053
YNL273W	3717
YNL272C	2280
YNL271C	5862
YNL270C	1722
YNL269W	396
YNL268W	1836
YNL267W	3201
YNL266W	420
YNL265C	1002
YNL264C	1053
YNL263C	945
YNL262W	6669
YNL261W	1440
YNL260C	489
YNL259C	222
YNL258C	2265
YNL257C	3690
YNL256W	2475
YNL255C	462
YNL254C	1206
YNL253W	1269
YNL252C	846
YNL251C	1728
YNL250W	3939
YNL249C	1629
YNL248C	1248
YNL247W	2304
YNL246W	890
YNL245C	540
YNL244C	327
YNL243W	2907
YNL242W	4779
YNL241C	1518
YNL240C	1476
YNL239W	1365
YNL238W	2445
YNL237W	1380
YNL236W	2925
YNL235C	432
YNL234W	1281
YNL233W	2679
YNL232W	879
YNL231C	1056
YNL230C	1140
YNL229C	1065
YNL228W	777
YNL227C	1773
YNL226W	411
YNL225C	1746
YNL224C	2304
YNL223W	1485
YNL222W	621
YNL221C	2628
YNL220W	1302
YNL219C	1668
YNL218W	1764
YNL217W	981
YNL216W	2484
YNL215W	963
YNL214W	600
YNL213C	645
YNL212W	2349
YNL211C	261
YNL210W	813
YNL209W	1842
YNL208W	600
YNL207W	1278
YNL206C	1368
YNL205C	423
YNL204C	903
YNL203C	612
YNL202W	879
YNL201C	2577
YNL200C	741
YNL199C	1605
YNL198C	303
YNL197C	1986
YNL196C	897
YNL195C	786
YNL194C	906
YNL193W	1677
YNL192W	3396
YNL191W	1074
YNL190W	615
YNL189W	1629
YNL188W	1302
YNL187W	1074
YNL186W	2379
YNL185C	477
YNL184C	327
YNL183C	2373
YNL182C	1668
YNL181W	1224
YNL180C	996
YNL179C	438
YNL178W	723
YNL177C	930
YNL176C	1911
YNL175C	1212
YNL174W	573
YNL173C	1101
YNL172W	5247
YNL171C	369
YNL170W	396
YNL169C	1503
YNL168C	780
YNL167C	1944
YNL166C	1347
YNL165W	1221
YNL164C	1056
YNL163C	3333
YNL162W-A	219
YNL162W	833
YNL161W	2271
YNL160W	1065
YNL159C	870
YNL158W	597
YNL157W	507
YNL156C	900
YNL155W	825
YNL154C	1641
YNL153C	390
YNL152W	1230
YNL151C	756
YNL150W	408
YNL149C	390
YNL148C	765
YNL147W	444
YNL146C-A	195
YNL146W	303
YNL145W	117
YNL144C	2223
YNL144W-A	84
YNL143C	393
YNL142W	1500
YNL141W	1044
YNL140C	570
YNL139C	4794
YNL138W-A	380
YNL138W	1581
YNL137C	1461
YNL136W	1278
YNL135C	345
YNL134C	1131
YNL133C	522
YNL132W	3171
YNL131W	459
YNL130C	1274
YNL130C-A	147
YNL129W	723
YNL128W	1305
YNL127W	2862
YNL126W	2541
YNL125C	2022
YNL124W	1479
YNL123W	2994
YNL122C	348
YNL121C	1854
YNL120C	486
YNL119W	1482
YNL118C	2913
YNL117W	1665
YNL116W	1569
YNL115C	1935
YNL114C	372
YNL113W	429
YNL112W	2643
YNL111C	363
YNL110C	663
YNL109W	546
YNL108C	813
YNL107W	681
YNL106C	3552
YNL105W	429
YNL104C	1860
YNL103W-A	90
YNL103W	2019
YNL102W	4407
YNL101W	2142
YNL100W	705
YNL099C	717
YNL098C	969
YNL097C-B	123
YNL097C	993
YNL097W-A	156
YNL096C	918
YNL095C	1929
YNL094W	1764
YNL093W	663
YNL092W	1203
YNL091W	3723
YNL090W	579
YNL089C	477
YNL088W	4287
YNL087W	3537
YNL086W	309
YNL085W	2493
YNL084C	1050
YNL083W	1485
YNL082W	2622
YNL081C	432
YNL080C	1101
YNL079C	600
YNL078W	1224
YNL077W	1587
YNL076W	1755
YNL075W	873
YNL074C	1359
YNL073W	1731
YNL072W	924
YNL071W	1449
YNL070W	183
YNL069C	1046
YNL068C	2589
YNL067W-A	147
YNL067W-B	141
YNL067W	576
YNL066W	1263
YNL065W	1761
YNL064C	1230
YNL063W	945
YNL062C	1437
YNL061W	1857
YNL059C	2268
YNL058C	951
YNL057W	333
YNL056W	594
YNL055C	852
YNL054W	3498
YNL053W	1470
YNL052W	462
YNL051W	1212
YNL050C	904
YNL049C	2631
YNL048W	1647
YNL047C	1971
YNL046W	519
YNL045W	2016
YNL044W	610
YNL043C	321
YNL042W-B	258
YNL042W	1191
YNL041C	2520
YNL040W	1371
YNL039W	1785
YNL038W	764
YNL037C	1083
YNL036W	666
YNL035C	1170
YNL034W	1839
YNL033W	855
YNL032W	846
YNL031C	411
YNL030W	312
YNL029C	1569
YNL028W	318
YNL027W	2037
YNL026W	1455
YNL025C	972
YNL024C-A	219
YNL024C	741
YNL023C	2898
YNL022C	1473
YNL021W	2121
YNL020C	1917
YNL019C	855
YNL018C	1839
YNL017C	339
YNL016W	1362
YNL015W	228
YNL014W	3135
YNL013C	378
YNL012W	1980
YNL011C	1335
YNL010W	726
YNL009W	1263
YNL008C	2031
YNL007C	1059
YNL006W	912
YNL005C	1116
YNL004W	1707
YNL003C	855
YNL002C	969
YNL001W	1161
YNR001C	1440
YNR001W-A	219
YNR002C	849
YNR003C	954
YNR003W-A	99
YNR004W	441
YNR005C	405
YNR006W	1869
YNR007C	933
YNR008W	1986
YNR009W	750
YNR010W	450
YNR011C	2631
YNR012W	1506
YNR013C	2685
YNR014W	639
YNR015W	1155
YNR016C	6702
YNR017W	669
YNR018W	675
YNR019W	1929
YNR020C	813
YNR021W	1215
YNR022C	420
YNR023W	1701
YNR024W	561
YNR025C	360
YNR026C	1416
YNR027W	954
YNR028W	927
YNR029C	1290
YNR030W	1656
YNR031C	4740
YNR032W	1107
YNR032C-A	222
YNR033W	2364
YNR034W	966
YNR034W-A	297
YNR035C	1029
YNR036C	462
YNR037C	276
YNR038W	1890
YNR039C	1818
YNR040W	771
YNR041C	1119
YNR042W	429
YNR043W	1191
YNR044W	2178
YNR045W	1470
YNR046W	408
YNR047W	2682
YNR048W	1182
YNR049C	633
YNR050C	1341
YNR051C	1548
YNR052C	1302
YNR053C	1993
YNR054C	951
YNR055C	1761
YNR056C	1686
YNR057C	714
YNR058W	1443
YNR059W	1743
YNR060W	2160
YNR061C	660
YNR062C	984
YNR063W	1824
YNR064C	873
YNR065C	3351
YNR066C	1311
YNR067C	3354
YNR068C	819
YNR069C	1470
YNR070W	4002
YNR071C	1029
YNR072W	1695
YNR073C	1509
YNR074C	1137
YNR075W	1125
YNR075C-A	93
YNR076W	363
YNR077C	255
YOL166W-A	156
YOL166C	339
YOL165C	432
YOL164W-A	183
YOL164W	1941
YOL163W	510
YOL162W	648
YOL161C	363
YOL160W	342
YOL159C-A	273
YOL159C	516
YOL158C	1821
YOL157C	1770
YOL156W	1704
YOL155W-A	135
YOL155C	2904
YOL154W	750
YOL152W	1863
YOL151W	1029
YOL150C	312
YOL149W	696
YOL148C	1815
YOL147C	711
YOL146W	585
YOL145C	3234
YOL144W	1455
YOL143C	510
YOL142W	723
YOL141W	2088
YOL140W	1272
YOL139C	642
YOL138C	4026
YOL137W	1494
YOL136C	1194
YOL135C	669
YOL134C	390
YOL133W	366
YOL132W	1416
YOL131W	327
YOL130W	2580
YOL129W	555
YOL128C	1128
YOL127W	843
YOL126C	1134
YOL125W	1431
YOL124C	1302
YOL123W	1605
YOL122C	1728
YOL121C	825
YOL120C	1008
YOL119C	1506
YOL118C	309
YOL117W	1938
YOL116W	1149
YOL115W	1755
YOL114C	609
YOL113W	1968
YOL112W	1479
YOL111C	639
YOL110W	714
YOL109W	342
YOL108C	456
YOL107W	1029
YOL106W	354
YOL105C	1671
YOL104C	1059
YOL103W	1830
YOL102C	693
YOL101C	939
YOL100W	3246
YOL099C	492
YOL098C	3114
YOL097W-A	186
YOL097C	1299
YOL096C	939
YOL095C	2121
YOL094C	972
YOL093W	882
YOL092W	927
YOL091W	1830
YOL090W	2895
YOL089C	3093
YOL088C	834
YOL087C	3351
YOL086W-A	273
YOL086C	1047
YOL085W-A	213
YOL085C	342
YOL084W	2976
YOL083W	1239
YOL083C-A	141
YOL082W	1248
YOL081W	9240
YOL080C	870
YOL079W	399
YOL078W	3531
YOL077W-A	207
YOL077C	876
YOL076W	2391
YOL075C	3885
YOL073C	969
YOL072W	1368
YOL071W	489
YOL070C	1506
YOL069W	1356
YOL068C	1512
YOL067C	534
YOL066C	1776
YOL065C	1155
YOL064C	1074
YOL063C	2874
YOL062C	1476
YOL061W	1491
YOL060C	2121
YOL059W	1323
YOL058W	1263
YOL057W	2136
YOL056W	912
YOL055C	1656
YOL054W	1221
YOL053W	1188
YOL052C-A	186
YOL052C	1191
YOL051W	3246
YOL050C	321
YOL049W	1476
YOL048C	1107
YOL047C	1134
YOL046C	675
YOL045W	3306
YOL044W	1152
YOL043C	1143
YOL042W	1092
YOL041C	1380
YOL040C	429
YOL039W	321
YOL038C-A	96
YOL038W	765
YOL037C	354
YOL036W	2286
YOL035C	303
YOL034W	3282
YOL033W	1611
YOL032W	741
YOL031C	1266
YOL030W	1455
YOL029C	606
YOL028C	738
YOL027C	1722
YOL026C	342
YOL025W	1983
YOL024W	519
YOL023W	2031
YOL022C	1227
YOL021C	3006
YOL020W	1779
YOL019W-A	153
YOL019W	1656
YOL018C	1194
YOL017W	2145
YOL016C	1344
YOL015W	1761
YOL014W	375
YOL013W-B	291
YOL013W-A	192
YOL013C	1656
YOL012C	405
YOL011W	2061
YOL010W	1104
YOL009C	816
YOL008W	624
YOL007C	1026
YOL006C	2310
YOL005C	363
YOL004W	4611
YOL003C	1137
YOL002C	954
YOL001W	882
YOR001W	2202
YOR002W	1635
YOR003W	1437
YOR004W	765
YOR005C	2835
YOR006C	942
YOR007C	1041
YOR008C	1137
YOR008C-A	225
YOR008W-B	102
YOR009W	1464
YOR010C	756
YOR011W	4185
YOR011W-A	207
YOR012W	414
YOR013W	471
YOR014W	2274
YOR015W	360
YOR016C	624
YOR017W	2403
YOR018W	2514
YOR019W	2193
YOR020C	321
YOR020W-A	273
YOR021C	642
YOR022C	2148
YOR023C	1701
YOR024W	324
YOR025W	1344
YOR026W	1026
YOR027W	1770
YOR028C	888
YOR029W	336
YOR030W	1860
YOR032C	1305
YOR032W-A	201
YOR033C	2109
YOR034C	2250
YOR034C-A	243
YOR035C	2370
YOR036W	867
YOR037W	1101
YOR038C	2628
YOR039W	777
YOR040W	858
YOR041C	432
YOR042W	1236
YOR043W	1461
YOR044W	474
YOR045W	186
YOR046C	1449
YOR047C	1335
YOR048C	3021
YOR049C	1065
YOR050C	348
YOR051C	1239
YOR052C	453
YOR053W	342
YOR054C	2025
YOR055W	435
YOR056C	1380
YOR057W	1188
YOR058C	2658
YOR059C	1353
YOR060C	774
YOR061W	1020
YOR062C	807
YOR063W	1164
YOR064C	660
YOR065W	930
YOR066W	1890
YOR067C	1734
YOR069W	2028
YOR068C	345
YOR070C	1914
YOR071C	1797
YOR072W	315
YOR072W-A	249
YOR072W-B	162
YOR073W	1773
YOR074C	915
YOR073W-A	234
YOR075W	1041
YOR076C	2244
YOR077W	699
YOR078W	645
YOR079C	942
YOR080W	2199
YOR081C	2250
YOR082C	342
YOR083W	888
YOR084W	1164
YOR085W	1053
YOR086C	3561
YOR087W	2028
YOR089C	633
YOR090C	1719
YOR091W	1038
YOR092W	1842
YOR093C	4947
YOR094W	552
YOR095C	777
YOR096W	974
YOR097C	528
YOR098C	3231
YOR099W	1182
YOR100C	984
YOR101W	930
YOR102W	351
YOR103C	393
YOR104W	849
YOR105W	327
YOR106W	852
YOR107W	930
YOR108W	1815
YOR108C-A	210
YOR109W	3324
YOR110W	1308
YOR111W	699
YOR112W	2286
YOR113W	2745
YOR114W	885
YOR115C	807
YOR116C	4383
YOR117W	1305
YOR118W	1704
YOR119C	1455
YOR120W	939
YOR121C	306
YOR122C	590
YOR123C	1395
YOR124C	3819
YOR125C	702
YOR126C	717
YOR127W	3024
YOR128C	1716
YOR129C	2682
YOR130C	879
YOR131C	657
YOR132W	1656
YOR133W	2529
YOR134W	1230
YOR135C	342
YOR136W	1110
YOR137C	1869
YOR138C	2016
YOR139C	393
YOR140W	2301
YOR141C	2646
YOR142W	990
YOR143C	960
YOR144C	2376
YOR145C	825
YOR146W	306
YOR147W	1869
YOR148C	558
YOR149C	1551
YOR150W	492
YOR151C	3675
YOR152C	771
YOR153W	4536
YOR154W	1764
YOR155C	1353
YOR156C	2181
YOR157C	786
YOR158W	957
YOR159C	285
YOR160W	2919
YOR161C	1620
YOR161W-A	81
YOR161W-B	261
YOR161C-C	147
YOR162C	2433
YOR163W	567
YOR164C	939
YOR165W	2331
YOR166C	1377
YOR167C	204
YOR168W	2430
YOR169C	465
YOR170W	306
YOR171C	1875
YOR172W	2361
YOR173W	1062
YOR174W	855
YOR175C	1860
YOR176W	1182
YOR177C	1395
YOR178C	2382
YOR179C	567
YOR180C	816
YOR181W	1902
YOR182C	603
YOR183W	390
YOR184W	1188
YOR185C	663
YOR186W	435
YOR186C-A	210
YOR187W	1314
YOR188W	3414
YOR189W	351
YOR190W	1338
YOR191W	4860
YOR192C	1800
YOR192C-C	237
YOR193W	1131
YOR194C	861
YOR195W	2466
YOR196C	1245
YOR197W	1299
YOR198C	1413
YOR199W	330
YOR200W	399
YOR201C	1239
YOR202W	663
YOR203W	354
YOR204W	1815
YOR205C	1671
YOR206W	2133
YOR207C	3450
YOR208W	2253
YOR209C	1290
YOR210W	213
YOR211C	2646
YOR212W	1272
YOR213C	747
YOR214C	711
YOR215C	558
YOR216C	1455
YOR217W	2586
YOR218C	420
YOR219C	2796
YOR220W	798
YOR221C	1083
YOR222W	924
YOR223W	879
YOR224C	441
YOR225W	330
YOR226C	471
YOR227W	3741
YOR228C	909
YOR229W	1404
YOR230W	1314
YOR231W	1527
YOR231C-A	201
YOR232W	687
YOR233W	2403
YOR234C	851
YOR235W	315
YOR236W	636
YOR237W	1305
YOR238W	912
YOR239W	1888
YOR241W	1647
YOR242C	1116
YOR243C	2031
YOR244W	1338
YOR245C	1257
YOR246C	993
YOR247W	633
YOR248W	303
YOR249C	2058
YOR250C	1338
YOR251C	915
YOR252W	537
YOR253W	531
YOR254C	1992
YOR255W	837
YOR256C	2430
YOR257W	486
YOR258W	654
YOR259C	1314
YOR260W	1737
YOR261C	1017
YOR262W	1044
YOR263C	408
YOR264W	1293
YOR265W	321
YOR266W	1272
YOR267C	2280
YOR268C	399
YOR269W	1485
YOR270C	2523
YOR271C	984
YOR272W	1383
YOR273C	1980
YOR274W	1287
YOR275C	1986
YOR276W	486
YOR277C	309
YOR278W	828
YOR279C	933
YOR280C	801
YOR281C	861
YOR282W	321
YOR283W	693
YOR284W	732
YOR285W	420
YOR286W	450
YOR287C	903
YOR288C	957
YOR289W	756
YOR290C	5112
YOR291W	4419
YOR292C	930
YOR293W	755
YOR293C-A	150
YOR294W	612
YOR295W	687
YOR296W	3870
YOR297C	579
YOR298W	1440
YOR298C-A	456
YOR299W	2241
YOR300W	309
YOR301W	1308
YOR302W	78
YOR303W	1236
YOR304W	3363
YOR304C-A	231
YOR305W	729
YOR306C	1566
YOR307C	1362
YOR308C	1764
YOR309C	381
YOR310C	1536
YOR311C	873
YOR312C	945
YOR313C	1017
YOR314W	330
YOR314W-A	111
YOR315W	1041
YOR316C	1320
YOR316C-A	210
YOR317W	2103
YOR318C	653
YOR319W	642
YOR320C	1476
YOR321W	2262
YOR322C	2457
YOR323C	1371
YOR324C	1809
YOR325W	474
YOR326W	4725
YOR327C	348
YOR328W	4695
YOR329C	2619
YOR329W-A	210
YOR330C	3765
YOR331C	558
YOR332W	702
YOR333C	417
YOR334W	1413
YOR335C	2877
YOR335W-A	81
YOR336W	4098
YOR337W	2280
YOR338W	1092
YOR339C	471
YOR340C	981
YOR341W	4995
YOR342C	960
YOR343C	327
YOR344C	876
YOR345C	351
YOR346W	2958
YOR347C	1521
YOR348C	1884
YOR349W	3045
YOR350C	1992
YOR351C	1494
YOR352W	1032
YOR353C	2376
YOR354C	2079
YOR355W	1569
YOR356W	1896
YOR357C	489
YOR358W	729
YOR359W	1572
YOR360C	1581
YOR361C	2292
YOR362C	867
YOR363C	2991
YOR364W	369
YOR365C	2112
YOR366W	354
YOR367W	603
YOR368W	1206
YOR369C	432
YOR370C	1812
YOR371C	2694
YOR372C	1665
YOR373W	2556
YOR374W	1560
YOR375C	1365
YOR376W	369
YOR376W-A	156
YOR377W	1578
YOR378W	1548
YOR379C	339
YOR380W	1641
YOR381W	2136
YOR381W-A	168
YOR382W	462
YOR383C	615
YOR384W	2085
YOR385W	873
YOR386W	1698
YOR387C	621
YOR388C	1131
YOR389W	1875
YOR390W	1128
YOR391C	714
YOR392W	444
YOR393W	1314
YOR394W	495
YOR394C-A	168
YOR396W	5391
YOR396C-A	483
YPL283C	5728
YPL283W-B	483
YPL283W-A	576
YPL282C	495
YPL281C	1314
YPL280W	714
YPL279C	1128
YPL278C	303
YPL277C	1464
YPL274W	1764
YPL273W	978
YPL272C	1554
YPL271W	189
YPL270W	2322
YPL269W	1935
YPL268W	2610
YPL267W	630
YPL266W	957
YPL265W	1827
YPL264C	1062
YPL263C	1956
YPL262W	1467
YPL261C	309
YPL260W	1656
YPL259C	1428
YPL258C	1656
YPL257W	582
YPL256C	1638
YPL255W	1158
YPL254W	1467
YPL253C	1944
YPL252C	519
YPL251W	303
YPL250C	411
YPL249C-A	541
YPL250W-A	288
YPL249C	2685
YPL248C	2646
YPL247C	1572
YPL246C	789
YPL245W	1365
YPL244C	1020
YPL243W	1800
YPL242C	4488
YPL241C	887
YPL240C	2130
YPL239W	603
YPL238C	390
YPL237W	858
YPL236C	1095
YPL235W	1416
YPL234C	495
YPL233W	651
YPL232W	873
YPL231W	5664
YPL230W	1176
YPL229W	621
YPL228W	1650
YPL227C	1005
YPL226W	3591
YPL225W	441
YPL224C	1455
YPL223C	507
YPL222W	2067
YPL222C-A	246
YPL221W	2382
YPL220W	654
YPL219W	1479
YPL218W	712
YPL217C	3552
YPL216W	3309
YPL215W	1008
YPL214C	1623
YPL213W	717
YPL212C	1635
YPL211W	546
YPL210C	1923
YPL209C	1104
YPL208W	1752
YPL207W	2433
YPL206C	966
YPL205C	345
YPL204W	1485
YPL203W	1143
YPL202C	1251
YPL201C	1386
YPL200W	471
YPL199C	723
YPL198W	1551
YPL197C	414
YPL196W	822
YPL195W	2799
YPL194W	1839
YPL193W	1146
YPL192C	402
YPL191C	1083
YPL190C	2409
YPL189C-A	207
YPL189W	1830
YPL188W	1245
YPL187W	498
YPL186C	915
YPL185W	396
YPL184C	1839
YPL183W-A	282
YPL183C	3042
YPL182C	384
YPL181W	1521
YPL180W	2400
YPL179W	1650
YPL178W	627
YPL177C	921
YPL176C	2352
YPL175W	1459
YPL174C	2607
YPL173W	894
YPL172C	1389
YPL171C	1203
YPL170W	459
YPL169C	1800
YPL168W	1293
YPL167C	4515
YPL166W	642
YPL165C	1122
YPL164C	2148
YPL163C	783
YPL162C	822
YPL161C	1902
YPL160W	3273
YPL159C	762
YPL158C	2277
YPL157W	948
YPL156C	855
YPL155C	2121
YPL154C	1218
YPL153C	2466
YPL152W-A	99
YPL152W	1077
YPL151C	1356
YPL150W	2706
YPL149W	885
YPL148C	522
YPL147W	2613
YPL146C	1368
YPL145C	1305
YPL144W	447
YPL143W	849
YPL142C	318
YPL141C	2598
YPL140C	1521
YPL139C	1383
YPL138C	1062
YPL137C	3831
YPL136W	369
YPL135W	498
YPL135C-A	174
YPL134C	933
YPL133C	1341
YPL132W	903
YPL131W	894
YPL130W	672
YPL129W	840
YPL128C	1689
YPL127C	777
YPL126W	2691
YPL125W	3099
YPL124W	762
YPL123C	1305
YPL122C	1542
YPL121C	669
YPL120W	1674
YPL119C-A	264
YPL119C	1854
YPL118W	1035
YPL117C	867
YPL116W	2094
YPL115C	3387
YPL114W	420
YPL113C	1191
YPL112C	1185
YPL111W	1002
YPL110C	3672
YPL109C	2126
YPL108W	507
YPL107W	747
YPL106C	2082
YPL105C	2550
YPL104W	1977
YPL103C	1407
YPL102C	303
YPL101W	1371
YPL100W	1491
YPL099C	549
YPL098C	342
YPL097W	1479
YPL096C-A	207
YPL096W	1092
YPL095C	1371
YPL094C	825
YPL093W	1944
YPL092W	1377
YPL091W	1452
YPL090C	1105
YPL089C	2031
YPL088W	1029
YPL087W	954
YPL086C	1674
YPL085W	6588
YPL084W	2535
YPL083C	1404
YPL082C	5604
YPL081W	1095
YPL080C	327
YPL079W	904
YPL078C	735
YPL077C	723
YPL076W	843
YPL075W	3109
YPL074W	2265
YPL073C	486
YPL072W	1500
YPL071C	471
YPL070W	1839
YPL069C	1008
YPL068C	882
YPL067C	597
YPL066W	1440
YPL065W	729
YPL064C	906
YPL063W	1431
YPL062W	405
YPL061W	1503
YPL060W	1242
YPL059W	453
YPL058C	4536
YPL057C	1149
YPL056C	306
YPL055C	999
YPL054W	906
YPL053C	1341
YPL052W	880
YPL051W	597
YPL050C	1188
YPL049C	1359
YPL048W	1248
YPL047W	300
YPL046C	300
YPL045W	2397
YPL044C	549
YPL043W	2058
YPL042C	1668
YPL041C	624
YPL040C	3009
YPL039W	951
YPL038W-A	192
YPL038W	534
YPL037C	474
YPL036W	2844
YPL035C	348
YPL034W	498
YPL033C	846
YPL032C	2478
YPL031C	1020
YPL030W	1704
YPL029W	2214
YPL028W	1197
YPL027W	738
YPL026C	1509
YPL025C	558
YPL024W	726
YPL023C	1974
YPL022W	3303
YPL021W	564
YPL020C	1866
YPL019C	2508
YPL018W	1110
YPL017C	1500
YPL016W	3945
YPL015C	1074
YPL014W	1146
YPL013C	366
YPL012W	3687
YPL011C	1062
YPL010W	570
YPL009C	3117
YPL008W	2586
YPL007C	1767
YPL006W	3513
YPL005W	1821
YPL004C	1026
YPL003W	1389
YPL002C	702
YPL001W	1125
YPR001W	1461
YPR002W	1551
YPR002C-A	198
YPR003C	2265
YPR004C	1035
YPR005C	885
YPR006C	1728
YPR007C	2043
YPR008W	2085
YPR009W	807
YPR010C	3612
YPR010C-A	362
YPR011C	981
YPR012W	255
YPR013C	954
YPR014C	330
YPR015C	744
YPR016C	738
YPR016W-A	261
YPR017C	432
YPR018W	1821
YPR019W	2802
YPR020W	348
YPR021C	2709
YPR022C	3402
YPR023C	1206
YPR024W	2244
YPR025C	1182
YPR026W	3636
YPR027C	834
YPR028W	676
YPR029C	2499
YPR030W	3366
YPR031W	2247
YPR032W	3102
