Gene	Closest_gene	Distance
YGR256W	YGR254W	2384
YGR257C	YGR258C	366
YGR258C	YGR259C	1715
YGR259C	YGR261C	1400
YGR260W	YGR256W	6383
YGR261C	YGR262C	224
YGR262C	YGR263C	208
YGR263C	YGR264C	357
YGR264C	YGR267C	3151
YGR265W	YGR260W	7559
YGR266W	YGR265W	598
YGR267C	YGR268C	322
YGR268C	YGR270C-A	729
YGR269W	YGR266W	1875
YGR270W	YGR269W	408
YGR270C-A	YGR271C-A	10200
YGR271W	YGR270W	282
YGR271C-A	YGR273C	214
YGR273C	YGR274C	656
YGR274C	YGR276C	724
YGR275W	YGR271W	5582
YGR276C	YGR277C	164
YGR277C	YGR279C	2237
YGR278W	YGR275W	2982
YGR279C	YGR280C	952
YGR280C	YGR282C	6058
YGR281W	YGR278W	4360
YGR282C	YGR283C	291
YGR283C	YGR284C	618
YGR284C	YGR285C	262
YGR285C	YGR286C	660
YGR286C	YGR287C	2282
YGR287C	YGR289C	4972
YGR288W	YGR281W	13036
YGR289C	YGR291C	470
YGR290W	YGR288W	3768
YGR291C	YGR293C	3381
YGR292W	YGR290W	674
YGR293C	YGR295C	1238
YGR294W	YGR292W	1953
YGR295C	YGR296C-A	6141
YGR296W	YGR294W	4196
YGR296C-A	YGR296C-B	301
YHL050C	YHL049C	415
YHL049C	YHL048C-A	1122
YHL048C-A	YHL047C	2554
YHL048W	YHL050W-A	5108
YHL047C	YHL046C	1710
YHL046W-A	YHL048W	2435
YHL046C	YHL040C	6803
YHL045W	YHL046W-A	2195
YHL044W	YHL045W	716
YHL043W	YHL044W	629
YHL042W	YHL043W	254
YHL041W	YHL042W	1273
YHL040C	YHL038C	2646
YHL039W	YHL041W	3942
YHL038C	YHL037C	269
YHL037C	YHL035C	1799
YHL036W	YHL039W	2701
YHL035C	YHL034C	437
YHL034W-A	YHL036W	5295
YHL034C	YHL033C	1178
YHL033C	YHL032C	354
YHL032C	YHL031C	307
YHL031C	YHL029C	6443
YHL030W-A	YHL034W-A	5437
YHL030W	YHL030W-A	549
YHL029C	YHL026C	5251
YHL028W	YHL030W	3073
YHL027W	YHL028W	531
YHL026C	YHL023C	4957
YHL025W	YHL027W	1863
YHL024W	YHL025W	800
YHL023C	YHL022C	398
YHL022C	YHL021C	305
YHL021C	YHL020C	383
YHL020C	YHL019C	275
YHL019W-A	YHL024W	8921
YHL019C	YHL016C	2489
YHL018W	YHL019W-A	1404
YHL017W	YHL018W	206
YHL016C	YHL014C	1853
YHL015W-A	YHL017W	2825
YHL015W	YHL015W-A	630
YHL014C	YHL013C	116
YHL013C	YHL011C	2301
YHL012W	YHL015W	3159
YHL011C	YHL010C	348
YHL010C	YHL009C	347
YHL009C	YHL008C	7567
YHL008C	YHL007C	608
YHL007C	YHL006C	406
YHL006W-A	YHL012W	17315
YHL006C	YHL005C	33
YHL005C	YHL003C	1428
YHL004W	YHL006W-A	1134
YHL003C	YHL002C-A	704
YHL002C-A	YHR003C	6953
YHL002W	YHL004W	2209
YHL001W	YHL002W	307
YHR001W	YHL001W	964
YHR001W-A	YHR001W	458
YHR002W	YHR001W-A	690
YHR003C	YHR004C	437
YHR004C	YHR005C	405
YHR005C	YHR005C-A	703
YHR005C-A	YHR007C	4190
YHR006W	YHR002W	7929
YHR007C	YHR007C-A	867
YHR007C-A	YHR008C	124
YHR008C	YHR009C	519
YHR009C	YHR013C	5050
YHR010W	YHR006W	7082
YHR011W	YHR010W	288
YHR012W	YHR011W	361
YHR013C	YHR016C	5435
YHR014W	YHR012W	1599
YHR015W	YHR014W	1632
YHR016C	YHR018C	1556
YHR017W	YHR015W	2161
YHR018C	YHR019C	492
YHR019C	YHR021C	4313
YHR020W	YHR017W	4145
YHR021C	YHR022C	906
YHR021W-A	YHR020W	3163
YHR022C	YHR022C-A	872
YHR022C-A	YHR024C	6438
YHR023W	YHR021W-A	1986
YHR024C	YHR027C	2538
YHR025W	YHR023W	1986
YHR026W	YHR025W	333
YHR027C	YHR028C	267
YHR028C	YHR029C	243
YHR028W-A	YHR026W	5867
YHR029C	YHR030C	329
YHR030C	YHR031C	455
YHR031C	YHR032C-A	2305
YHR032W	YHR028W-A	5672
YHR032W-A	YHR032W	106
YHR032C-A	YHR034C	1571
YHR033W	YHR032W-A	174
YHR034C	YHR039C	6876
YHR035W	YHR033W	1400
YHR036W	YHR035W	234
YHR037W	YHR036W	217
YHR038W	YHR037W	362
YHR039C	YHR039C-A	364
YHR039C-A	YHR041C	1452
YHR040W	YHR038W	3166
YHR041C	YHR043C	2941
YHR042W	YHR040W	1519
YHR043C	YHR044C	523
YHR044C	YHR046C	2590
YHR045W	YHR042W	2933
YHR046C	YHR047C	455
YHR047C	YHR049C-A	5924
YHR048W	YHR045W	7374
YHR049W	YHR048W	311
YHR049C-A	YHR053C	5005
YHR050W	YHR049W	461
YHR050W-A	YHR050W	172
YHR051W	YHR050W-A	60
YHR052W	YHR051W	697
YHR052W-A	YHR052W	532
YHR053C	YHR054C	465
YHR054C	YHR055C	284
YHR054W-A	YHR052W-A	1804
YHR055C	YHR056C	465
YHR056C	YHR057C	392
YHR056W-A	YHR054W-A	2704
YHR057C	YHR058C	154
YHR058C	YHR061C	1650
YHR059W	YHR056W-A	2268
YHR060W	YHR059W	225
YHR061C	YHR062C	399
YHR062C	YHR063C	272
YHR063C	YHR064C	356
YHR063W-A	YHR060W	4172
YHR064C	YHR065C	391
YHR065C	YHR069C	4542
YHR066W	YHR063W-A	3558
YHR067W	YHR066W	274
YHR068W	YHR067W	321
YHR069C	YHR069C-A	216
YHR069C-A	YHR070C-A	866
YHR070W	YHR068W	1585
YHR070C-A	YHR071C-A	2398
YHR071W	YHR070W	624
YHR071C-A	YHR073C-B	6192
YHR072W	YHR071W	1405
YHR072W-A	YHR072W	371
YHR073W	YHR072W-A	742
YHR073W-A	YHR072W-A	1028
YHR073C-B	YHR075C	2937
YHR074W	YHR073W	621
YHR075C	YHR077C	2733
YHR076W	YHR074W	2764
YHR077C	YHR079C	2488
YHR078W	YHR076W	4135
YHR079C	YHR079C-A	601
YHR079C-A	YHR080C	248
YHR080C	YHR082C	1621
YHR081W	YHR078W	9520
YHR082C	YHR089C	11133
YHR083W	YHR081W	4535
YHR084W	YHR083W	558
YHR085W	YHR084W	524
YHR086W	YHR085W	385
YHR086W-A	YHR086W	507
YHR087W	YHR086W-A	428
YHR088W	YHR087W	340
YHR089C	YHR090C	479
YHR090C	YHR091C	214
YHR091C	YHR092C	311
YHR092C	YHR094C	2102
YHR093W	YHR088W	6760
YHR094C	YHR096C	2044
YHR095W	YHR093W	3253
YHR096C	YHR097C	938
YHR097C	YHR098C	536
YHR098C	YHR100C	12182
YHR099W	YHR095W	9324
YHR100C	YHR101C	201
YHR101C	YHR107C	10845
YHR102W	YHR099W	2577
YHR103W	YHR102W	600
YHR104W	YHR103W	437
YHR105W	YHR104W	374
YHR106W	YHR105W	188
YHR107C	YHR112C	6491
YHR108W	YHR106W	1677
YHR109W	YHR108W	250
YHR110W	YHR109W	215
YHR111W	YHR110W	152
YHR112C	YHR115C	4446
YHR113W	YHR111W	1943
YHR114W	YHR113W	274
YHR115C	YHR118C	2962
YHR116W	YHR114W	1681
YHR117W	YHR116W	229
YHR118C	YHR126C	14074
YHR119W	YHR117W	1775
YHR120W	YHR119W	289
YHR121W	YHR120W	303
YHR122W	YHR121W	306
YHR123W	YHR122W	495
YHR124W	YHR123W	480
YHR125W	YHR124W	414
YHR126C	YHR129C	2818
YHR127W	YHR125W	1750
YHR128W	YHR127W	471
YHR129C	YHR130C	812
YHR130C	YHR131C	40
YHR131C	YHR132C	610
YHR131W-A	YHR128W	4982
YHR132C	YHR133C	928
YHR132W-A	YHR131W-A	2062
YHR133C	YHR135C	1097
YHR134W	YHR132W-A	1300
YHR135C	YHR136C	344
YHR136C	YHR137C-A	638
YHR137W	YHR134W	3151
YHR137C-A	YHR138C	967
YHR138C	YHR139C	520
YHR139C	YHR139C-A	909
YHR139C-A	YHR141C	1571
YHR140W	YHR137W	3322
YHR141C	YHR144C	5037
YHR142W	YHR140W	2247
YHR143W	YHR142W	1022
YHR143W-A	YHR143W	746
YHR144C	YHR145C	255
YHR145C	YHR147C	3302
YHR146W	YHR143W-A	2855
YHR147C	YHR149C	1172
YHR148W	YHR146W	1837
YHR149C	YHR151C	2609
YHR150W	YHR148W	3166
YHR151C	YHR153C	1238
YHR152W	YHR150W	2444
YHR153C	YHR156C	8702
YHR154W	YHR152W	1011
YHR155W	YHR154W	925
YHR156C	YHR158C	1279
YHR157W	YHR155W	2118
YHR158C	YHR160C	2042
YHR159W	YHR157W	4094
YHR160C	YHR161C	301
YHR161C	YHR164C	2324
YHR162W	YHR159W	4009
YHR163W	YHR162W	263
YHR164C	YHR165C	529
YHR165C	YHR166C	222
YHR165W-A	YHR163W	12174
YHR166C	YHR173C	11765
YHR167W	YHR165W-A	2384
YHR168W	YHR167W	250
YHR169W	YHR168W	248
YHR170W	YHR169W	352
YHR171W	YHR170W	329
YHR172W	YHR171W	730
YHR173C	YHR180C-B	15805
YHR174W	YHR172W	521
YHR175W	YHR174W	232
YHR175W-A	YHR175W	117
YHR176W	YHR175W-A	522
YHR177W	YHR176W	1064
YHR178W	YHR177W	1347
YHR179W	YHR178W	972
YHR180W	YHR179W	1474
YHR180W-A	YHR180W	1263
YHR180C-B	YHR182C-A	3877
YHR181W	YHR180W-A	114
YHR182W	YHR181W	305
YHR182C-A	YHR185C	3215
YHR183W	YHR182W	384
YHR184W	YHR183W	315
YHR185C	YHR186C	659
YHR186C	YHR188C	1333
YHR187W	YHR184W	6531
YHR188C	YHR191C	2393
YHR189W	YHR187W	2109
YHR190W	YHR189W	245
YHR191C	YHR193C	1081
YHR192W	YHR190W	647
YHR193C	YHR193C-A	417
YHR193C-A	YHR198C	7288
YHR194W	YHR192W	995
YHR195W	YHR194W	351
YHR196W	YHR195W	219
YHR197W	YHR196W	238
YHR198C	YHR199C	210
YHR199C	YHR199C-A	149
YHR199C-A	YHR201C	1091
YHR200W	YHR197W	2892
YHR201C	YHR203C	3333
YHR202W	YHR200W	2503
YHR203C	YHR207C	9375
YHR204W	YHR202W	2123
YHR205W	YHR204W	654
YHR206W	YHR205W	895
YHR207C	YHR210C	4227
YHR208W	YHR206W	2932
YHR209W	YHR208W	724
YHR210C	YHR212C	16022
YHR211W	YHR209W	5080
YHR212C	YHR214C-D	12554
YHR212W-A	YHR211W	10123
YHR213W	YHR212W-A	206
YHR213W-A	YHR213W	802
YHR213W-B	YHR213W-A	18
YHR214W	YHR213W-B	552
YHR214W-A	YHR214W	746
YHR214C-D	YHR214C-E	259
YHR214C-E	YHR217C	5082
YHR215W	YHR214W-A	8606
YHR216W	YHR215W	894
YHR217C	YHR219C-A	4157
YHR218W	YHR216W	2047
YHR218W-A	YHR218W	8
YHR219W	YHR218W	249
YJL225C	YJL223C	2646
YJL223C	YJL221C	7629
YJL222W-B	YJL225W-A	8035
YJL222W-A	YJL225W-A	8141
YJL222W	YJL222W-A	1796
YJL221C	YJL216C	5805
YJL220W	YJL222W	2119
YJL219W	YJL220W	802
YJL218W	YJL219W	773
YJL217W	YJL218W	570
YJL216C	YJL215C	326
YJL215C	YJL212C	7079
YJL214W	YJL217W	3158
YJL213W	YJL214W	3567
YJL212C	YJL211C	508
YJL211C	YJL208C	2994
YJL210W	YJL213W	3761
YJL209W	YJL210W	271
YJL208C	YJL207C	206
YJL207C	YJL206C	226
YJL206C	YJL205C	204
YJL205C	YJL204C	186
YJL204C	YJL202C	792
YJL203W	YJL209W	13372
YJL202C	YJL200C	2154
YJL201W	YJL203W	196
YJL200C	YJL199C	1043
YJL199C	YJL197C-A	5623
YJL198W	YJL201W	4666
YJL197W	YJL198W	316
YJL197C-A	YJL196C	1764
YJL196C	YJL195C	459
YJL195C	YJL192C	2768
YJL194W	YJL197W	1769
YJL193W	YJL194W	487
YJL192C	YJL190C	1496
YJL191W	YJL193W	1213
YJL190C	YJL188C	900
YJL189W	YJL191W	1322
YJL188C	YJL187C	293
YJL187C	YJL185C	2833
YJL186W	YJL189W	3681
YJL185C	YJL182C	2459
YJL184W	YJL186W	1533
YJL183W	YJL184W	249
YJL182C	YJL180C	1831
YJL181W	YJL183W	324
YJL180C	YJL178C	722
YJL179W	YJL181W	1292
YJL178C	YJL176C	1956
YJL177W	YJL179W	1670
YJL176C	YJL173C	1631
YJL175W	YJL177W	2392
YJL174W	YJL175W	531
YJL173C	YJL171C	3175
YJL172W	YJL174W	1815
YJL171C	YJL170C	256
YJL170C	YJL168C	448
YJL169W	YJL172W	2632
YJL168C	YJL165C	2466
YJL167W	YJL169W	2547
YJL166W	YJL167W	362
YJL165C	YJL164C	505
YJL164C	YJL163C	507
YJL163C	YJL162C	545
YJL162C	YJL160C	2333
YJL161W	YJL166W	10527
YJL160C	YJL158C	3440
YJL159W	YJL161W	2662
YJL158C	YJL157C	888
YJL157C	YJL156C	525
YJL156W-A	YJL159W	4914
YJL156C	YJL155C	333
YJL155C	YJL154C	458
YJL154C	YJL153C	397
YJL153C	YJL151C	439
YJL152W	YJL156W-A	9349
YJL151C	YJL147C	4646
YJL150W	YJL152W	590
YJL149W	YJL152W	846
YJL148W	YJL149W	1067
YJL147C	YJL142C	5252
YJL146W	YJL148W	2154
YJL145W	YJL146W	459
YJL144W	YJL145W	315
YJL143W	YJL144W	428
YJL142C	YJL139C	3502
YJL141C	YJL139C	1323
YJL140W	YJL143W	3384
YJL139C	YJL138C	505
YJL138C	YJL137C	294
YJL137C	YJL136C	423
YJL136W-A	YJL140W	4543
YJL136C	YJL133C-A	2350
YJL135W	YJL136W-A	1625
YJL134W	YJL136W-A	1936
YJL133C-A	YJL131C	4431
YJL133W	YJL134W	1202
YJL132W	YJL133W	351
YJL131C	YJL130C	375
YJL130C	YJL129C	1232
YJL129C	YJL128C	791
YJL128C	YJL127C-B	1448
YJL127W-A	YJL132W	16028
YJL127C-B	YJL127C	589
YJL127C	YJL125C	1308
YJL126W	YJL127W-A	4191
YJL125C	YJL124C	447
YJL124C	YJL123C	360
YJL123C	YJL121C	934
YJL122W	YJL126W	4292
YJL121C	YJL119C	482
YJL120W	YJL122W	779
YJL119C	YJL116C	1965
YJL118W	YJL120W	294
YJL117W	YJL118W	233
YJL116C	YJL110C	15049
YJL115W	YJL117W	2821
YJL112W	YJL115W	8179
YJL111W	YJL112W	428
YJL110C	YJL109C	423
YJL109C	YJL108C	396
YJL108C	YJL103C	10169
YJL107C	YJL103C	9009
YJL106W	YJL111W	11861
YJL105W	YJL106W	1728
YJL104W	YJL105W	590
YJL103C	YJL101C	3439
YJL102W	YJL104W	3525
YJL101C	YJL094C	15465
YJL100W	YJL102W	3503
YJL099W	YJL100W	328
YJL098W	YJL099W	428
YJL097W	YJL098W	333
YJL096W	YJL097W	246
YJL095W	YJL096W	280
YJL094C	YJL093C	295
YJL093C	YJL091C	4268
YJL092W	YJL095W	5732
YJL091C	YJL090C	205
YJL090C	YJL087C	4951
YJL089W	YJL092W	4979
YJL088W	YJL089W	384
YJL087C	YJL084C	2377
YJL086C	YJL084C	2016
YJL085W	YJL088W	3012
YJL084C	YJL081C	5800
YJL083W	YJL085W	4143
YJL082W	YJL083W	530
YJL081C	YJL080C	287
YJL080C	YJL079C	649
YJL079C	YJL078C	562
YJL078C	YJL077C	685
YJL077W-B	YJL082W	10667
YJL077C	YJL075C	3399
YJL077W-A	YJL077W-B	654
YJL076W	YJL077W-A	360
YJL075C	YJL074C	281
YJL074C	YJL072C	2372
YJL073W	YJL076W	4367
YJL072C	YJL070C	2109
YJL071W	YJL073W	1014
YJL070C	YJL069C	285
YJL069C	YJL068C	310
YJL068C	YJL066C	199
YJL067W	YJL071W	6228
YJL066C	YJL065C	182
YJL065C	YJL063C	202
YJL064W	YJL067W	741
YJL063C	YJL058C	9767
YJL062W-A	YJL064W	1153
YJL062W	YJL062W-A	304
YJL061W	YJL062W	240
YJL060W	YJL061W	1229
YJL059W	YJL060W	244
YJL058C	YJL057C	245
YJL057C	YJL056C	310
YJL056C	YJL052C-A	4811
YJL055W	YJL059W	7167
YJL054W	YJL055W	171
YJL053W	YJL054W	197
YJL052C-A	YJL048C	9444
YJL052W	YJL053W	1234
YJL051W	YJL052W	518
YJL050W	YJL051W	267
YJL049W	YJL050W	230
YJL048C	YJL047C-A	407
YJL047C-A	YJL047C	402
YJL047C	YJL044C	6192
YJL046W	YJL049W	5061
YJL045W	YJL046W	2409
YJL044C	YJL039C	9072
YJL043W	YJL045W	2202
YJL042W	YJL043W	346
YJL041W	YJL042W	458
YJL039C	YJL038C	1316
YJL038C	YJL035C	4475
YJL037W	YJL041W	8289
YJL036W	YJL037W	1489
YJL035C	YJL031C	5367
YJL034W	YJL036W	1231
YJL033W	YJL034W	462
YJL032W	YJL033W	199
YJL031C	YJL029C	947
YJL030W	YJL032W	995
YJL029C	YJL027C	980
YJL028W	YJL030W	3064
YJL027C	YJL026C-A	817
YJL026W	YJL028W	758
YJL026C-A	YJL024C	2644
YJL025W	YJL026W	364
YJL024C	YJL023C	763
YJL023C	YJL020C	539
YJL022W	YJL025W	2598
YJL020C	YJL015C	4732
YJL020W-A	YJL022W	2564
YJL019W	YJL020W-A	1659
YJL016W	YJL019W	643
YJL015C	YJL013C	2067
YJL014W	YJL016W	285
YJL013C	YJL012C	194
YJL012C	YJL011C	886
YJL011C	YJL010C	2792
YJL010C	YJL008C	395
YJL009W	YJL014W	10693
YJL008C	YJL007C	1035
YJL007C	YJL006C	126
YJL006C	YJL004C	7480
YJL005W	YJL009W	4976
YJL004C	YJL002C	1021
YJL003W	YJL005W	1407
YJL002C	YJR003C	6343
YJL001W	YJL003W	2163
YJR001W	YJL001W	876
YJR002W	YJR001W	255
YJR003C	YJR004C	356
YJR004C	YJR005C-A	3616
YJR005W	YJR002W	5277
YJR005C-A	YJR009C	4925
YJR006W	YJR005W	1177
YJR007W	YJR006W	355
YJR008W	YJR007W	496
YJR009C	YJR010C-A	3396
YJR010W	YJR008W	2793
YJR010C-A	YJR011C	280
YJR011C	YJR012C	369
YJR012C	YJR016C	4033
YJR013W	YJR010W	2608
YJR014W	YJR013W	236
YJR015W	YJR014W	296
YJR016C	YJR017C	313
YJR017C	YJR019C	199
YJR018W	YJR015W	2533
YJR019C	YJR021C	274
YJR020W	YJR018W	853
YJR021C	YJR023C	225
YJR022W	YJR020W	1451
YJR023C	YJR024C	25
YJR024C	YJR025C	174
YJR025C	YJR030C	12288
YJR030C	YJR031C	390
YJR031C	YJR033C	1566
YJR032W	YJR022W	20968
YJR033C	YJR036C	4262
YJR034W	YJR032W	4421
YJR035W	YJR034W	346
YJR036C	YJR038C	319
YJR037W	YJR035W	2490
YJR038C	YJR041C	6167
YJR039W	YJR037W	451
YJR040W	YJR039W	445
YJR041C	YJR043C	2698
YJR042W	YJR040W	3970
YJR043C	YJR044C	1250
YJR044C	YJR045C	453
YJR045C	YJR047C	3306
YJR046W	YJR042W	5759
YJR047C	YJR049C	1503
YJR048W	YJR046W	2473
YJR049C	YJR056C	13316
YJR050W	YJR048W	2033
YJR051W	YJR050W	457
YJR052W	YJR051W	696
YJR053W	YJR052W	268
YJR054W	YJR053W	305
YJR055W	YJR054W	1223
YJR056C	YJR058C	2230
YJR057W	YJR055W	4796
YJR058C	YJR062C	8301
YJR059W	YJR057W	1075
YJR060W	YJR059W	516
YJR061W	YJR060W	697
YJR062C	YJR065C	2960
YJR063W	YJR061W	1877
YJR064W	YJR063W	342
YJR065C	YJR067C	7861
YJR066W	YJR064W	1814
YJR067C	YJR069C	1362
YJR068W	YJR066W	815
YJR069C	YJR070C	222
YJR070C	YJR072C	369
YJR071W	YJR068W	1701
YJR072C	YJR073C	191
YJR073C	YJR076C	2419
YJR074W	YJR071W	2322
YJR075W	YJR074W	230
YJR076C	YJR077C	654
YJR077C	YJR080C	2242
YJR078W	YJR075W	3689
YJR079W	YJR075W	5034
YJR080C	YJR082C	298
YJR082C	YJR083C	353
YJR083C	YJR085C	1583
YJR084W	YJR079W	2494
YJR085C	YJR088C	1058
YJR086W	YJR084W	1064
YJR087W	YJR084W	1396
YJR088C	YJR090C	3499
YJR089W	YJR087W	968
YJR090C	YJR091C	734
YJR091C	YJR093C	4884
YJR092W	YJR089W	8153
YJR093C	YJR094C	366
YJR094C	YJR098C	7535
YJR094W-A	YJR092W	5227
YJR095W	YJR094W-A	915
YJR096W	YJR095W	454
YJR097W	YJR096W	370
YJR098C	YJR100C	1195
YJR099W	YJR097W	2645
YJR100C	YJR102C	1823
YJR101W	YJR099W	1948
YJR102C	YJR104C	2785
YJR103W	YJR101W	1720
YJR104C	YJR109C	6571
YJR105W	YJR103W	1091
YJR106W	YJR105W	235
YJR107W	YJR106W	325
YJR108W	YJR107W	386
YJR109C	YJR111C	2914
YJR110W	YJR108W	4532
YJR111C	YJR113C	1526
YJR112W	YJR110W	1349
YJR112W-A	YJR112W	155
YJR113C	YJR118C	4515
YJR114W	YJR112W-A	491
YJR115W	YJR114W	891
YJR116W	YJR115W	374
YJR117W	YJR116W	343
YJR118C	YJR119C	203
YJR119C	YJR124C	6402
YJR120W	YJR117W	3758
YJR121W	YJR120W	131
YJR122W	YJR121W	634
YJR123W	YJR122W	632
YJR124C	YJR125C	499
YJR125C	YJR126C	291
YJR126C	YJR127C	228
YJR127C	YJR129C	941
YJR128W	YJR123W	10343
YJR129C	YJR130C	199
YJR130C	YJR134C	6592
YJR131W	YJR128W	4364
YJR132W	YJR131W	229
YJR133W	YJR132W	323
YJR134C	YJR135C	207
YJR135C	YJR136C	663
YJR135W-A	YJR133W	3351
YJR136C	YJR137C	251
YJR137C	YJR139C	6160
YJR138W	YJR135W-A	7333
YJR139C	YJR140C	226
YJR140C	YJR143C	2630
YJR140W-A	YJR138W	1640
YJR141W	YJR140W-A	4796
YJR142W	YJR141W	192
YJR143C	YJR145C	1413
YJR144W	YJR142W	2713
YJR145C	YJR150C	5743
YJR146W	YJR144W	2194
YJR147W	YJR144W	2505
YJR148W	YJR147W	472
YJR149W	YJR148W	286
YJR150C	YJR151C	2548
YJR151C	YJR156C	12834
YJR151W-A	YJR149W	9206
YJR152W	YJR151W-A	2036
YJR153W	YJR152W	1518
YJR154W	YJR153W	1884
YJR155W	YJR154W	581
YJR156C	YJR160C	8412
YJR157W	YJR155W	2244
YJR158W	YJR157W	1563
YJR159W	YJR158W	1901
YJR160C	YJR161C	3032
YJR161C	YJR162C	912
YKL224C	YKL222C	1322
YKL223W	YKL225W	1591
YKL222C	YKL220C	3471
YKL221W	YKL223W	3386
YKL220C	YKL218C	6133
YKL219W	YKL221W	6957
YKL218C	YKL215C	8488
YKL217W	YKL219W	6526
YKL216W	YKL217W	1131
YKL215C	YKL214C	395
YKL214C	YKL213C	267
YKL213C	YKL211C	2592
YKL212W	YKL216W	8384
YKL211C	YKL209C	4270
YKL210W	YKL212W	2749
YKL209C	YKL206C	2711
YKL208W	YKL210W	4920
YKL207W	YKL208W	222
YKL206C	YKL203C	6126
YKL205W	YKL207W	1096
YKL204W	YKL205W	351
YKL203C	YKL201C	571
YKL202W	YKL204W	8219
YKL201C	YKL198C	766
YKL198C	YKL197C	514
YKL197C	YKL196C	1067
YKL196C	YKL194C	1724
YKL195W	YKL202W	11419
YKL194C	YKL193C	220
YKL193C	YKL192C	278
YKL192C	YKL188C	5688
YKL191W	YKL195W	4003
YKL190W	YKL191W	308
YKL189W	YKL190W	1154
YKL188C	YKL187C	498
YKL187C	YKL186C	1208
YKL186C	YKL183C-A	5097
YKL185W	YKL189W	8596
YKL184W	YKL185W	492
YKL183C-A	YKL179C	11857
YKL183W	YKL184W	564
YKL182W	YKL183W	1030
YKL181W	YKL182W	490
YKL180W	YKL181W	670
YKL179C	YKL178C	712
YKL178C	YKL176C	873
YKL177W	YKL180W	4227
YKL176C	YKL174C	2394
YKL175W	YKL177W	4099
YKL174C	YKL169C	8449
YKL173W	YKL175W	2213
YKL172W	YKL173W	216
YKL171W	YKL172W	433
YKL170W	YKL171W	373
YKL169C	YKL168C	220
YKL168C	YKL167C	259
YKL167C	YKL166C	375
YKL166C	YKL165C-A	85
YKL165C-A	YKL165C	1909
YKL165C	YKL164C	1103
YKL164C	YKL162C-A	3103
YKL163W	YKL170W	13351
YKL162C-A	YKL162C	1556
YKL162C	YKL161C	548
YKL161C	YKL159C	3129
YKL160W	YKL163W	7891
YKL159C	YKL156C-A	4524
YKL157W	YKL160W	1285
YKL156W	YKL157W	381
YKL156C-A	YKL155C	365
YKL155C	YKL152C	2300
YKL154W	YKL156W	2389
YKL153W	YKL154W	1265
YKL152C	YKL151C	532
YKL151C	YKL149C	1682
YKL150W	YKL153W	2435
YKL149C	YKL148C	378
YKL148C	YKL147C	422
YKL147C	YKL144C	3675
YKL146W	YKL150W	4331
YKL145W	YKL146W	352
YKL145W-A	YKL146W	1097
YKL144C	YKL138C-A	8322
YKL143W	YKL145W	1165
YKL142W	YKL143W	343
YKL141W	YKL142W	493
YKL140W	YKL141W	516
YKL139W	YKL140W	533
YKL138C-A	YKL138C	274
YKL138C	YKL135C	779
YKL137W	YKL139W	1413
YKL136W	YKL137W	124
YKL135C	YKL134C	484
YKL134C	YKL133C	237
YKL133C	YKL132C	504
YKL132C	YKL130C	422
YKL131W	YKL136W	7664
YKL130C	YKL129C	321
YKL129C	YKL128C	717
YKL128C	YKL122C	10724
YKL127W	YKL131W	8542
YKL126W	YKL127W	454
YKL125W	YKL126W	498
YKL124W	YKL125W	463
YKL123W	YKL125W	1913
YKL122C	YKL119C	5572
YKL121W	YKL123W	1719
YKL120W	YKL121W	644
YKL119C	YKL116C	2127
YKL118W	YKL120W	808
YKL117W	YKL118W	887
YKL116C	YKL114C	452
YKL115C	YKL114C	67
YKL114C	YKL113C	272
YKL113C	YKL111C	2589
YKL112W	YKL117W	5596
YKL111C	YKL110C	140
YKL110C	YKL106C-A	7267
YKL109W	YKL112W	3462
YKL108W	YKL109W	535
YKL107W	YKL108W	354
YKL106C-A	YKL105C	1919
YKL106W	YKL107W	466
YKL105C	YKL104C	637
YKL104C	YKL103C	765
YKL103C	YKL102C	380
YKL102C	YKL100C	5330
YKL101W	YKL106W	10029
YKL100C	YKL099C	260
YKL100W-A	YKL101W	683
YKL099C	YKL097C	2031
YKL098W	YKL100W-A	2522
YKL097C	YKL096C-B	160
YKL096C-B	YKL092C	6923
YKL096W-A	YKL098W	1410
YKL096W	YKL096W-A	1601
YKL095W	YKL096W	426
YKL094W	YKL095W	236
YKL093W	YKL094W	499
YKL092C	YKL091C	259
YKL091C	YKL087C	6539
YKL090W	YKL093W	6070
YKL089W	YKL090W	185
YKL088W	YKL089W	240
YKL087C	YKL082C	3162
YKL086W	YKL088W	1283
YKL085W	YKL086W	459
YKL084W	YKL085W	382
YKL083W	YKL084W	62
YKL082C	YKL076C	10509
YKL081W	YKL083W	1356
YKL080W	YKL081W	575
YKL079W	YKL080W	395
YKL078W	YKL079W	272
YKL077W	YKL078W	401
YKL076C	YKL074C	1389
YKL075C	YKL074C	302
YKL074C	YKL065C	20244
YKL073W	YKL077W	3799
YKL072W	YKL073W	507
YKL071W	YKL072W	3232
YKL070W	YKL071W	327
YKL069W	YKL070W	565
YKL068W-A	YKL069W	1379
YKL068W	YKL068W-A	757
YKL067W	YKL068W	1734
YKL066W	YKL067W	8
YKL065W-A	YKL066W	230
YKL065C	YKL063C	3958
YKL064W	YKL065W-A	1589
YKL063C	YKL060C	4890
YKL062W	YKL064W	2555
YKL061W	YKL062W	651
YKL060C	YKL059C	631
YKL059C	YKL057C	1413
YKL058W	YKL061W	4054
YKL057C	YKL056C	443
YKL056C	YKL055C	406
YKL055C	YKL054C	380
YKL054C	YKL053C-A	429
