"consensus.cluster"	"chr"	"start"	"end"	"strand"	"dominant_ctss"	"tpm"	"tpm.dominant_ctss"	"q_0.1"	"q_0.9"	"interquantile_width"
33792	"chrXIII"	792928	793326	"-"	793112	4.56990414357241	1.74731629018945	793096	793306	211
33793	"chrXIII"	793366	793569	"-"	793539	68.2797442627878	16.236600604222	793415	793539	125
33798	"chrXIII"	796934	797107	"-"	797034	2.47312459534507	1.82796165742896	797034	797043	10
33802	"chrXIII"	797804	797970	"-"	797913	52.6345430183222	10.1344344830988	797887	797932	46
33804	"chrXIII"	798310	798401	"-"	798351	1.93548881374831	0.860217250554806	798347	798374	28
33811	"chrXIII"	804205	804315	"-"	804264	6.7742108481191	3.84409583841679	804246	804264	19
33813	"chrXIII"	805687	805789	"-"	805696	0.295699679878215	0.161290734479026	805696	805789	94
33817	"chrXIII"	806344	806596	"-"	806564	11.9892779296076	4.51614056541273	806429	806566	138
33819	"chrXIII"	807156	807397	"-"	807203	1.69355271202978	0.456990414357241	807164	807259	96
33821	"chrXIII"	807457	807718	"-"	807589	24.1398465936943	11.0752971008931	807567	807644	78
33823	"chrXIII"	808051	808184	"-"	808112	17.2581085892558	6.74732905903926	808084	808145	62
33825	"chrXIII"	808916	808938	"-"	808917	1.04838977411367	1.04838977411367	808917	808917	1
33829	"chrXIII"	810048	810194	"-"	810181	2.41936101718539	1.02150798503383	810136	810181	46
33833	"chrXIII"	810386	810894	"-"	810816	225.081219965481	147.124031633952	810815	810821	7
33837	"chrXIII"	811725	812001	"-"	811906	1.29032587583221	0.268817890798377	811797	811906	110
33840	"chrXIII"	812512	813019	"-"	812641	2.47312459534507	0.403226836197566	812546	812764	219
33841	"chrXIII"	813218	813319	"-"	813219	0.430108625277403	0.268817890798377	813219	813318	100
33844	"chrXIII"	813633	813652	"-"	813647	1.34408945399189	0.672044726995943	813636	813647	12
33845	"chrXIII"	813724	814052	"-"	813821	0.215054312638702	0.134408945399189	813774	813821	48
33846	"chrXIII"	814117	814245	"-"	814168	25.1882363678079	9.78497122506092	814156	814179	24
33849	"chrXIII"	815303	815374	"-"	815358	14.5161661031124	4.94624919069014	815320	815368	49
33852	"chrXIII"	816561	816611	"-"	816610	0.322581468958052	0.215054312638702	816610	816611	2
33857	"chrXIII"	818012	818161	"-"	818022	0.295699679878215	0.188172523558864	818022	818070	49
33858	"chrXIII"	818215	818459	"-"	818457	0.322581468958052	0.161290734479026	818363	818458	96
33859	"chrXIII"	818539	818690	"-"	818632	15.0538018847091	5.5645303395264	818615	818632	18
33868	"chrXIII"	828541	828557	"-"	828552	0.672044726995943	0.456990414357241	828551	828552	2
33883	"chrXIII"	831259	831454	"-"	831436	20.8333865368742	4.32796804185387	831349	831436	88
33886	"chrXIII"	832012	832042	"-"	832032	0.725808305155618	0.376345047117728	832013	832032	20
33887	"chrXIII"	832157	832185	"-"	832167	0.725808305155618	0.510753992516916	832161	832167	7
33888	"chrXIII"	832872	832955	"-"	832955	3.65592331485793	1.18279871951286	832936	832955	20
33890	"chrXIII"	835034	835189	"-"	835145	7.17743768431667	3.25269647866036	835126	835156	31
33891	"chrXIII"	836749	837026	"-"	836850	14.6505750485115	2.41936101718539	836829	836999	171
33899	"chrXIII"	841660	841761	"-"	841699	13.0376677037213	4.4892587763329	841689	841718	30
33905	"chrXIII"	845258	845466	"-"	845381	18.7366069886469	6.29033864468202	845368	845414	47
33910	"chrXIII"	850790	850883	"-"	850882	0.322581468958052	0.725808305155618	850809	850882	74
33912	"chrXIII"	851069	851256	"-"	851218	0.994626195953995	0.59139935975643	851093	851244	152
33913	"chrXIII"	851318	851414	"-"	851356	1.10215335227335	0.483872203437079	851351	851410	60
33914	"chrXIII"	851467	851555	"-"	851487	1.2096805085927	0.806453672395131	851487	851537	51
33915	"chrXIII"	851586	851665	"-"	851613	117.688472591529	28.9248050499054	851613	851646	34
33916	"chrXIII"	851779	852027	"-"	851812	11.7742236169689	1.58602555571042	851786	851999	214
33917	"chrXIII"	852124	852165	"-"	852151	0.241936101718539	0.134408945399189	852151	852165	15
33918	"chrXIII"	852264	852276	"-"	852265	0.510753992516916	0.322581468958052	852265	852276	12
33919	"chrXIII"	852449	852451	"-"	852451	0.295699679878215	0.161290734479026	852450	852451	2
33920	"chrXIII"	852824	852829	"-"	852825	0.268817890798377	0.134408945399189	852825	852829	5
33921	"chrXIII"	854966	855005	"-"	854974	1.66667092294994	0.833335461474969	854974	854990	17
33924	"chrXIII"	856759	856859	"-"	856831	17.5000446909743	4.30108625277403	856791	856831	41
33927	"chrXIII"	858414	859012	"-"	858945	355.888005627971	127.849788863708	858903	858953	51
33928	"chrXIII"	859038	859051	"-"	859039	0.564517570676592	0.456990414357241	859039	859044	6
33930	"chrXIII"	859425	859429	"-"	859429	0.376345047117728	0.161290734479026	859426	859429	4
33932	"chrXIII"	859782	859822	"-"	859783	0.215054312638702	0.107527156319351	859783	859822	40
33936	"chrXIII"	860535	860617	"-"	860541	0.618281148836267	0.268817890798377	860536	860596	61
33937	"chrXIII"	860674	860740	"-"	860705	4.30108625277403	3.41398721313939	860705	860706	2
33938	"chrXIII"	860774	861144	"-"	861004	90.8066835116918	17.1505814329365	860985	861084	100
33939	"chrXIII"	861546	861745	"-"	861648	4.30108625277403	0.967744406874157	861562	861703	142
33943	"chrXIII"	863536	863575	"-"	863554	0.295699679878215	0.188172523558864	863539	863554	16
33947	"chrXIII"	865287	865430	"-"	865401	22.5000574598242	6.42474759008121	865358	865401	44
33948	"chrXIII"	865892	866050	"-"	866029	2.2849520717862	0.860217250554806	865902	866044	143
33949	"chrXIII"	866101	866103	"-"	866102	0.59139935975643	0.322581468958052	866102	866103	2
33951	"chrXIII"	866362	866413	"-"	866397	0.725808305155618	0.456990414357241	866363	866397	35
33955	"chrXIII"	866841	866903	"-"	866845	0.672044726995943	0.188172523558864	866845	866903	59
33957	"chrXIII"	867109	867263	"-"	867207	72.7690030391207	21.0215590604331	867130	867217	88
33958	"chrXIII"	867334	867424	"-"	867357	1.66667092294994	0.833335461474969	867335	867369	35
33959	"chrXIII"	867900	867945	"-"	867918	0.376345047117728	0.161290734479026	867918	867923	6
33964	"chrXIII"	869628	869711	"-"	869679	13.8710031651963	4.11291372921517	869657	869680	24
33966	"chrXIII"	870606	870711	"-"	870618	1.96237060282815	0.59139935975643	870607	870655	49
33972	"chrXIII"	871538	871541	"-"	871541	0.295699679878215	0.188172523558864	871539	871541	3
33976	"chrXIII"	872136	872783	"-"	872685	91.2905557151288	21.5054312638702	872652	872691	40
33981	"chrXIII"	874365	874407	"-"	874392	1.77419807926929	1.12903514135318	874392	874400	9
33982	"chrXIII"	874545	874560	"-"	874556	0.860217250554806	0.725808305155618	874556	874560	5
33985	"chrXIII"	879400	879714	"-"	879529	2.74194248614345	2.17742491546685	879505	879529	25
33986	"chrXIII"	879737	879853	"-"	879819	0.34946325803789	0.215054312638702	879819	879826	8
33988	"chrXIII"	879913	880453	"-"	880369	152.285335137281	17.3656357455752	880272	880382	111
33994	"chrXIII"	886155	886259	"-"	886253	0.322581468958052	0.188172523558864	886253	886258	6
33995	"chrXIII"	886353	886511	"-"	886396	3.81721404933695	0.779571883315293	886360	886491	132
33996	"chrXIII"	889497	889508	"-"	889498	0.510753992516916	0.376345047117728	889498	889502	5
33999	"chrXIII"	890480	890484	"-"	890481	0.215054312638702	0.107527156319351	890481	890484	4
34001	"chrXIII"	890794	890862	"-"	890862	0.860217250554807	0.295699679878215	890795	890862	68
34002	"chrXIII"	890922	891062	"-"	890923	0.645162937916105	0.268817890798377	890923	891054	132
34003	"chrXIII"	891469	891521	"-"	891521	0.887099039634644	0.215054312638702	891470	891521	52
34006	"chrXIII"	891875	891895	"-"	891894	0.564517570676592	0.456990414357241	891894	891895	2
34009	"chrXIII"	892299	892425	"-"	892368	123.709993345413	33.7635270842762	892365	892401	37
34010	"chrXIII"	893014	893391	"-"	893084	12.419386554885	3.30646005682004	893082	893172	91
34012	"chrXIII"	893764	893792	"-"	893774	1.02150798503383	0.59139935975643	893774	893792	19
34013	"chrXIII"	893971	894175	"-"	894119	0.430108625277403	0.268817890798377	894063	894144	82
34014	"chrXIII"	894326	894369	"-"	894342	0.59139935975643	0.295699679878215	894327	894342	16
34016	"chrXIII"	894542	894715	"-"	894585	2.15054312638702	1.93548881374831	894543	894586	44
34017	"chrXIII"	894803	895320	"-"	895317	26.4247986654805	22.688229983383	894942	895317	376
34018	"chrXIII"	895392	895538	"-"	895482	95.7798144914617	21.3979041075508	895482	895507	26
34022	"chrXIII"	896638	896772	"-"	896714	11.8011054060488	4.7043130889716	896706	896737	32
34023	"chrXIII"	897043	897258	"-"	897219	5.26883065964819	1.61290734479026	897124	897236	113
34024	"chrXIII"	897333	897466	"-"	897428	19.8656421300001	6.47851116824089	897428	897454	27
34025	"chrXIII"	897487	897685	"-"	897642	193.548881374831	32.4732012084439	897609	897657	49
34027	"chrXIII"	898991	899017	"-"	899015	2.31183386086604	1.29032587583221	898992	899016	25
34030	"chrXIII"	900380	900400	"-"	900381	0.241936101718539	0.134408945399189	900381	900397	17
34034	"chrXIII"	901217	901389	"-"	901322	89.7045301594184	22.4194120925846	901311	901354	44
34038	"chrXIII"	902430	902487	"-"	902484	1.18279871951286	0.725808305155618	902440	902484	45
34040	"chrXIII"	903840	903938	"-"	903851	0.483872203437079	0.376345047117728	903847	903924	78
34041	"chrXIII"	904088	904179	"-"	904128	8.84410860726661	7.15055589523683	904128	904130	3
34042	"chrXIII"	904466	904578	"-"	904521	0.403226836197566	0.268817890798377	904482	904521	40
34052	"chrXIII"	910382	910429	"-"	910383	0.752690094235456	0.322581468958052	910383	910425	43
34053	"chrXIII"	910725	910873	"-"	910803	2.50000638442491	1.4247348212314	910784	910803	20
34055	"chrXIII"	911404	911475	"-"	911433	2.71506069706361	1.6397891338701	911431	911433	3
34056	"chrXIII"	911527	912035	"-"	911650	14.7581022048309	3.14516932234101	911528	911891	364
34057	"chrXIII"	912073	912328	"-"	912260	130.88743102973	43.4947347311774	912183	912265	83
34062	"chrXIII"	913336	913663	"-"	913624	4.03226836197565	0.752690094235456	913347	913626	280
34063	"chrXIII"	913788	913914	"-"	913789	1.77419807926929	0.752690094235456	913789	913882	94
34064	"chrXIII"	914051	914246	"-"	914205	3.62904152577809	1.45161661031124	914152	914244	93
34067	"chrXIII"	914491	914750	"-"	914671	132.607865530839	13.5215399071584	914605	914714	110
34069	"chrXIII"	915004	915096	"-"	915055	7.79571883315293	2.76882427522328	915052	915075	24
34072	"chrXIV"	8952	8973	"+"	8958	0.403226836197566	0.161290734479026	8953	8973	21
34073	"chrXIV"	9088	9174	"+"	9127	1.07527156319351	0.403226836197566	9090	9127	38
34076	"chrXIV"	13495	13564	"+"	13507	0.591399359756429	0.268817890798377	13507	13547	41
34080	"chrXIV"	16399	16664	"+"	16484	0.241936101718539	0.188172523558864	16409	16484	76
34083	"chrXIV"	22890	22927	"+"	22902	0.645162937916105	0.376345047117728	22895	22902	8
34085	"chrXIV"	23418	23498	"+"	23437	0.215054312638702	0.107527156319351	23437	23498	62
34086	"chrXIV"	23972	24136	"+"	24017	205.860740773397	64.1668305335726	24011	24026	16
34087	"chrXIV"	24179	24237	"+"	24210	2.71506069706361	2.12366133730718	24209	24210	2
34089	"chrXIV"	24507	24623	"+"	24523	0.510753992516916	0.188172523558864	24508	24585	78
34091	"chrXIV"	24805	24844	"+"	24813	2.63441532982409	1.29032587583221	24812	24828	17
34092	"chrXIV"	25077	25499	"+"	25162	11.5322875152504	1.90860702466848	25159	25369	211
34093	"chrXIV"	25559	25595	"+"	25580	0.322581468958052	0.188172523558864	25560	25580	21
34094	"chrXIV"	25790	25844	"+"	25842	1.4247348212314	1.4247348212314	25791	25842	52
34095	"chrXIV"	26612	26635	"+"	26615	2.15054312638702	1.61290734479026	26613	26615	3
34096	"chrXIV"	26684	26860	"+"	26843	7.90324598947228	1.18279871951286	26728	26843	116
34097	"chrXIV"	26945	26948	"+"	26947	1.15591693043302	0.779571883315293	26946	26947	2
34100	"chrXIV"	31856	32065	"+"	31876	46.1022682719217	6.31722043376186	31876	31923	48
34101	"chrXIV"	32215	32219	"+"	32219	0.430108625277403	0.241936101718539	32216	32219	4
34103	"chrXIV"	32695	32703	"+"	32697	0.510753992516916	0.241936101718539	32696	32698	3
34104	"chrXIV"	32810	32812	"+"	32812	0.322581468958052	0.215054312638702	32811	32812	2
34106	"chrXIV"	34638	34916	"+"	34670	82.1238656389042	29.6774951441408	34666	34688	23
34113	"chrXIV"	37610	37809	"+"	37643	21.4785494747903	9.67744406874157	37625	37679	55
34114	"chrXIV"	40557	40653	"+"	40608	9.27421723254401	3.2795782677402	40605	40619	15
34119	"chrXIV"	44342	44499	"+"	44430	5.24194887056835	1.29032587583221	44406	44444	39
34122	"chrXIV"	44789	45006	"+"	44875	1.18279871951286	0.322581468958052	44792	44955	164
34123	"chrXIV"	48219	48317	"+"	48248	111.774478993965	62.1775781416646	48248	48264	17
34124	"chrXIV"	48357	48499	"+"	48480	2.36559743902572	1.6397891338701	48445	48480	36
34127	"chrXIV"	52577	52748	"+"	52614	4.59678593265225	1.6397891338701	52597	52646	50
34135	"chrXIV"	58078	58244	"+"	58126	253.44150744471	83.7098911946146	58126	58132	7
34136	"chrXIV"	58278	58469	"+"	58344	4.16667730737484	1.15591693043302	58341	58469	129
34137	"chrXIV"	58511	58602	"+"	58573	2.28495207178621	2.28495207178621	58551	58573	23
34139	"chrXIV"	60234	60304	"+"	60270	7.58066452051423	1.90860702466848	60247	60270	24
34144	"chrXIV"	64725	64733	"+"	64726	0.268817890798377	0.161290734479026	64726	64732	7
34147	"chrXIV"	65605	65876	"+"	65652	81.0485940757107	34.4355718112721	65647	65655	9
34148	"chrXIV"	66007	66030	"+"	66010	0.34946325803789	0.134408945399189	66009	66030	22
34149	"chrXIV"	66411	66493	"+"	66441	0.69892651607578	0.161290734479026	66412	66493	82
34152	"chrXIV"	68679	68810	"+"	68724	7.50001915327472	1.69355271202978	68703	68753	51
34160	"chrXIV"	69952	70228	"+"	70096	0.241936101718539	0.188172523558864	69992	70096	105
34164	"chrXIV"	76749	76926	"+"	76809	20.2419871771178	4.11291372921517	76788	76850	63
34171	"chrXIV"	80550	80852	"+"	80599	11.8011054060488	3.68280510393777	80576	80653	78
34178	"chrXIV"	81916	81969	"+"	81917	0.430108625277403	0.322581468958052	81917	81926	10
34179	"chrXIV"	82122	82142	"+"	82123	0.268817890798377	0.134408945399189	82123	82132	10
34181	"chrXIV"	82745	82839	"+"	82797	44.9194695524088	28.1721149556699	82793	82797	5
34184	"chrXIV"	83253	83399	"+"	83377	0.430108625277403	0.376345047117728	83320	83377	58
34186	"chrXIV"	83517	83715	"+"	83538	1.18279871951286	0.860217250554806	83538	83683	146
34187	"chrXIV"	86138	86275	"+"	86193	25.1882363678079	7.36561020787553	86193	86210	18
34190	"chrXIV"	86977	87030	"+"	86987	0.483872203437079	0.376345047117728	86986	87030	45
34191	"chrXIV"	87796	87855	"+"	87816	33.0108369900407	13.6828306416374	87815	87826	12
34193	"chrXIV"	89059	89128	"+"	89073	3.4946325803789	1.4247348212314	89072	89077	6
34194	"chrXIV"	90128	90276	"+"	90162	63.6829583301355	20.7796229587145	90160	90194	35
34195	"chrXIV"	90340	90470	"+"	90405	0.322581468958052	0.215054312638702	90356	90470	115
34197	"chrXIV"	90693	90755	"+"	90720	0.376345047117728	0.161290734479026	90720	90739	20
34199	"chrXIV"	91739	92160	"+"	91805	667.55546821961	309.624446621571	91803	91809	7
34201	"chrXIV"	92843	92919	"+"	92881	0.376345047117728	0.215054312638702	92881	92895	15
34203	"chrXIV"	93409	93525	"+"	93439	0.752690094235456	0.34946325803789	93430	93525	96
34204	"chrXIV"	93588	93694	"+"	93601	0.34946325803789	0.134408945399189	93601	93694	94
34206	"chrXIV"	94069	94134	"+"	94070	0.59139935975643	0.295699679878215	94070	94116	47
34209	"chrXIV"	94603	94607	"+"	94607	1.37097124307172	1.26344408675237	94607	94607	1
34210	"chrXIV"	94670	94806	"+"	94726	0.887099039634644	0.510753992516916	94671	94753	83
34211	"chrXIV"	95025	95169	"+"	95131	14.9462747283898	3.41398721313939	95080	95159	80
34213	"chrXIV"	95282	95412	"+"	95310	4.38173162001355	1.8548434465088	95310	95343	34
34214	"chrXIV"	95444	95509	"+"	95504	0.833335461474969	0.295699679878215	95504	95509	6
34215	"chrXIV"	95591	95839	"+"	95667	0.510753992516916	0.188172523558864	95667	95748	82
34218	"chrXIV"	104257	104326	"+"	104277	4.00538657289582	1.26344408675237	104267	104279	13
34223	"chrXIV"	106850	106944	"+"	106921	0.241936101718539	0.161290734479026	106895	106921	27
34225	"chrXIV"	107480	107577	"+"	107484	0.806453672395131	0.295699679878215	107481	107566	86
34226	"chrXIV"	107632	107752	"+"	107663	5.94087538664413	1.74731629018945	107639	107672	34
34227	"chrXIV"	108355	108656	"+"	108411	127.312153082111	24.4893098517321	108410	108469	60
34228	"chrXIV"	108715	108846	"+"	108814	8.95163576358595	5.10753992516916	108753	108814	62
34229	"chrXIV"	110689	110713	"+"	110701	0.295699679878215	0.188172523558864	110701	110705	5
34230	"chrXIV"	110829	111010	"+"	110911	0.456990414357241	0.241936101718539	110902	110950	49
34236	"chrXIV"	111664	112080	"+"	112012	0.241936101718539	0.134408945399189	112012	112016	5
34239	"chrXIV"	112991	113457	"+"	113199	4.51614056541273	1.04838977411367	113016	113206	191
34250	"chrXIV"	116165	116296	"+"	116194	0.483872203437079	0.241936101718539	116194	116205	12
34251	"chrXIV"	116671	116697	"+"	116677	0.618281148836267	0.268817890798377	116677	116689	13
34252	"chrXIV"	117153	117262	"+"	117239	3.11828753326117	1.88172523558864	117207	117262	56
34253	"chrXIV"	117334	117439	"+"	117394	1.93548881374831	0.564517570676592	117380	117417	38
34259	"chrXIV"	118629	118685	"+"	118677	1.47849839939107	1.02150798503383	118677	118680	4
34261	"chrXIV"	119024	119077	"+"	119062	3.68280510393777	1.6397891338701	119050	119066	17
34262	"chrXIV"	119193	119319	"+"	119251	3.81721404933695	1.31720766491205	119248	119263	16
34264	"chrXIV"	119950	119994	"+"	119956	0.537635781596754	0.241936101718539	119956	119994	39
34266	"chrXIV"	122824	122876	"+"	122876	0.887099039634644	0.887099039634644	122831	122876	46
34273	"chrXIV"	138144	138200	"+"	138188	2.39247922810556	0.618281148836267	138155	138188	34
34274	"chrXIV"	138418	138661	"+"	138495	90.0539934174563	15.241974408268	138482	138521	40
34280	"chrXIV"	140732	140911	"+"	140794	19.1667156139243	8.46776356014888	140741	140799	59
34293	"chrXIV"	143780	143838	"+"	143787	0.34946325803789	0.241936101718539	143786	143787	2
34294	"chrXIV"	146834	146906	"+"	146888	0.430108625277403	0.322581468958052	146839	146892	54
34295	"chrXIV"	148166	148243	"+"	148199	18.0645622616509	9.54303512334238	148185	148206	22
34301	"chrXIV"	149875	149917	"+"	149881	0.322581468958052	0.107527156319351	149881	149903	23
34305	"chrXIV"	151433	151435	"+"	151434	0.241936101718539	0.134408945399189	151434	151435	2
34307	"chrXIV"	151708	151777	"+"	151777	1.02150798503383	0.322581468958052	151709	151777	69
34308	"chrXIV"	151840	151861	"+"	151861	0.322581468958052	0.188172523558864	151841	151861	21
34309	"chrXIV"	152727	152729	"+"	152729	0.241936101718539	0.134408945399189	152728	152729	2
34312	"chrXIV"	153929	153949	"+"	153949	0.34946325803789	0.241936101718539	153930	153949	20
34315	"chrXIV"	154999	155145	"+"	155091	32.7689008883222	13.1183130709608	155032	155106	75
34321	"chrXIV"	164523	164678	"+"	164538	22.7419935615427	8.33335461474969	164538	164580	43
34328	"chrXIV"	165888	165892	"+"	165892	0.295699679878215	0.188172523558864	165889	165892	4
34329	"chrXIV"	166480	166482	"+"	166481	0.295699679878215	0.161290734479026	166481	166482	2
34331	"chrXIV"	168036	168110	"+"	168063	5.45700318320705	3.09140574418134	168063	168087	25
34335	"chrXIV"	169411	169466	"+"	169417	4.83872203437079	1.29032587583221	169417	169440	24
34336	"chrXIV"	169931	170011	"+"	169986	6.10216612112316	2.15054312638702	169962	170002	41
34342	"chrXIV"	174849	174941	"+"	174929	0.94086261779432	0.403226836197566	174879	174929	51
34343	"chrXIV"	175257	175496	"+"	175396	12.2043322422463	3.19893290050069	175388	175406	19
34362	"chrXIV"	182803	182925	"+"	182887	176.237009207416	28.494696424628	182850	182898	49
34363	"chrXIV"	183035	183215	"+"	183045	2.79570606430312	1.50538018847091	183045	183146	102
34367	"chrXIV"	183948	183956	"+"	183950	0.268817890798377	0.134408945399189	183950	183951	2
34371	"chrXIV"	184429	184555	"+"	184496	0.295699679878215	0.161290734479026	184494	184496	3
34372	"chrXIV"	184623	184992	"+"	184907	17.3656357455752	4.75807666713127	184661	184907	247
34374	"chrXIV"	185344	185513	"+"	185456	86.1830157899597	24.1129648046144	185443	185459	17
34375	"chrXIV"	185629	185702	"+"	185700	0.994626195953995	0.672044726995943	185646	185700	55
34376	"chrXIV"	185761	185966	"+"	185775	0.376345047117728	0.752690094235456	185775	185896	122
34377	"chrXIV"	186125	186158	"+"	186147	0.215054312638702	0.107527156319351	186128	186147	20
34380	"chrXIV"	187969	188057	"+"	187989	47.1237762569555	11.3172332026117	187984	188024	41
34383	"chrXIV"	188664	188756	"+"	188701	0.94086261779432	0.833335461474969	188700	188756	57
34384	"chrXIV"	188861	189378	"+"	189053	1.15591693043302	0.34946325803789	188966	189107	142
34390	"chrXIV"	190496	190584	"+"	190518	1.39785303215156	0.322581468958052	190504	190536	33
34392	"chrXIV"	191131	191295	"+"	191230	5.00001276884981	2.0698977591475	191173	191230	58
34398	"chrXIV"	195540	195611	"+"	195600	0.403226836197566	0.215054312638702	195600	195602	3
34404	"chrXIV"	198147	198191	"+"	198181	0.994626195953995	0.564517570676592	198177	198191	15
34406	"chrXIV"	198441	198527	"+"	198486	1.18279871951286	0.403226836197566	198481	198527	47
34408	"chrXIV"	200211	200220	"+"	200212	0.241936101718539	0.134408945399189	200212	200220	9
34409	"chrXIV"	200392	200674	"+"	200511	29.6774951441408	5.05377634700949	200419	200543	125
34413	"chrXIV"	200991	201087	"+"	201061	1.07527156319351	0.376345047117728	201060	201066	7
34417	"chrXIV"	202113	202193	"+"	202146	37.0162235629365	7.84948241131261	202146	202180	35
34426	"chrXIV"	203681	203733	"+"	203732	0.833335461474969	0.322581468958052	203687	203733	47
34428	"chrXIV"	205104	205196	"+"	205141	6.88173800443845	3.4946325803789	205119	205162	44
34433	"chrXIV"	206864	206975	"+"	206897	31.8549200596077	8.14518209119082	206883	206906	24
34437	"chrXIV"	208482	208484	"+"	208484	0.403226836197566	0.268817890798377	208483	208484	2
34438	"chrXIV"	210133	210323	"+"	210291	16.6129456513397	4.38173162001355	210171	210291	121
34439	"chrXIV"	210421	210448	"+"	210443	1.04838977411367	0.779571883315293	210430	210443	14
34445	"chrXIV"	211700	211879	"+"	211758	5.43012139412722	1.02150798503383	211734	211767	34
34447	"chrXIV"	212521	212594	"+"	212524	0.268817890798377	0.161290734479026	212522	212524	3
34456	"chrXIV"	214818	215008	"+"	214895	22.9570478741814	11.4785239370907	214859	214895	37
34457	"chrXIV"	215040	215195	"+"	215139	7.36561020787553	1.82796165742896	215070	215143	74
34458	"chrXIV"	215252	215358	"+"	215350	0.510753992516916	0.161290734479026	215330	215358	29
34462	"chrXIV"	217696	217764	"+"	217756	1.37097124307172	0.618281148836267	217697	217756	60
34463	"chrXIV"	220670	220715	"+"	220713	0.537635781596754	0.268817890798377	220708	220713	6
34467	"chrXIV"	227308	227428	"+"	227366	18.4946708869283	6.47851116824089	227340	227374	35
34474	"chrXIV"	229020	229100	"+"	229057	40.1882746743574	14.2204664232341	229046	229081	36
34476	"chrXIV"	229443	229556	"+"	229484	1.93548881374831	0.456990414357241	229451	229492	42
34479	"chrXIV"	234277	234470	"+"	234322	437.689289797918	197.769322260366	234318	234379	62
34480	"chrXIV"	234513	234624	"+"	234552	2.47312459534507	0.59139935975643	234550	234622	73
34481	"chrXIV"	234653	234963	"+"	234695	10.268843428498	2.50000638442491	234695	234906	212
34482	"chrXIV"	235031	235129	"+"	235098	4.83872203437079	1.82796165742896	235089	235098	10
34483	"chrXIV"	235142	235183	"+"	235183	6.63980190271991	2.60753354074426	235167	235183	17
34484	"chrXIV"	235247	235357	"+"	235293	2.0698977591475	0.564517570676592	235252	235357	106
34486	"chrXIV"	237965	238054	"+"	237995	3.30646005682004	0.752690094235456	237995	238040	46
34487	"chrXIV"	238188	238261	"+"	238203	3.03764216602166	0.967744406874157	238203	238237	35
34491	"chrXIV"	240157	240698	"+"	240304	317.9846830254	188.737041129541	240299	240310	12
34492	"chrXIV"	240758	241013	"+"	241011	4.81184024529095	1.2096805085927	240805	241011	207
34494	"chrXIV"	241547	241734	"+"	241649	10.107552694019	1.8548434465088	241576	241704	129
34498	"chrXIV"	242355	242359	"+"	242356	0.215054312638702	0.107527156319351	242356	242358	3
34504	"chrXIV"	244315	244574	"+"	244381	39.5699935255211	5.18818529240868	244381	244482	102
34505	"chrXIV"	244596	244712	"+"	244629	11.0484153118133	4.08603194013533	244629	244697	69
34506	"chrXIV"	244750	245069	"+"	244944	14.7312204157511	2.82258785338296	244878	245029	152
34507	"chrXIV"	245127	245152	"+"	245152	0.430108625277403	0.295699679878215	245141	245152	12
34508	"chrXIV"	245536	245625	"+"	245596	55.322721926306	24.0592012264547	245596	245605	10
34509	"chrXIV"	245681	245736	"+"	245718	0.725808305155618	0.456990414357241	245717	245718	2
34514	"chrXIV"	247341	247479	"+"	247427	88.8711946979435	39.3818210019622	247378	247435	58
34515	"chrXIV"	247526	247548	"+"	247527	1.23656229767253	0.483872203437079	247527	247545	19
34516	"chrXIV"	247603	247944	"+"	247638	4.35484983093371	2.68817890798377	247636	247809	174
34518	"chrXIV"	248437	248449	"+"	248449	0.403226836197566	0.241936101718539	248448	248449	2
34519	"chrXIV"	248753	248755	"+"	248755	0.215054312638702	0.107527156319351	248754	248755	2
34521	"chrXIV"	251945	252505	"+"	252036	765.700880150097	539.786324723141	252035	252055	21
34522	"chrXIV"	253016	253083	"+"	253083	1.74731629018945	0.59139935975643	253035	253083	49
34523	"chrXIV"	253138	253413	"+"	253239	8.1989456693505	1.58602555571042	253173	253405	233
34524	"chrXIV"	253508	253653	"+"	253557	6.53227474640056	1.77419807926929	253521	253625	105
34528	"chrXIV"	254256	254825	"+"	254399	987.20682216796	382.474095027931	254383	254407	25
34529	"chrXIV"	255125	255139	"+"	255139	0.322581468958052	0.215054312638702	255126	255139	14
34530	"chrXIV"	255193	255419	"+"	255228	21.6398402092694	3.44086900221923	255212	255265	54
34534	"chrXIV"	255922	255949	"+"	255932	0.376345047117728	0.188172523558864	255932	255933	2
34540	"chrXIV"	259468	259765	"+"	259556	6.15592969928283	1.26344408675237	259549	259569	21
34542	"chrXIV"	260084	260105	"+"	260103	0.752690094235456	0.403226836197566	260085	260105	21
34549	"chrXIV"	270145	270305	"+"	270163	4.7043130889716	1.04838977411367	270161	270289	129
34550	"chrXIV"	272002	272285	"+"	272019	3.60215973669825	1.37097124307172	272015	272177	163
34552	"chrXIV"	274166	274206	"+"	274170	1.02150798503383	0.69892651607578	274170	274180	11
34553	"chrXIV"	274259	274765	"+"	274348	35.8334248434237	7.33872841879569	274344	274476	133
34560	"chrXIV"	275777	275860	"+"	275801	0.618281148836267	0.268817890798377	275801	275814	14
34561	"chrXIV"	276107	276277	"+"	276140	7.23120126247634	1.93548881374831	276126	276142	17
34562	"chrXIV"	276319	276422	"+"	276387	353.146063141828	256.290977087173	276359	276387	29
34563	"chrXIV"	276449	276877	"+"	276472	184.462836665846	37.7957954462518	276464	276591	128
